Description	
508	800	13	1	02/07/24 11:11:36 AM	
509	800	8	1	02/07/24 11:11:37 AM	
510	800	14	1	02/07/24 11:11:38 AM	
511	800	9	1	02/07/24 11:11:39 AM	
512	800	11	1	02/07/24 11:11:40 AM	
513	800	14	1	02/07/24 11:11:41 AM	
514	800	8	1	02/07/24 11:11:42 AM	
515	800	11	1	02/07/24 11:11:44 AM	
516	800	7	1	02/07/24 11:11:45 AM	
517	800	12	1	02/07/24 11:11:46 AM	
518	800	11	1	02/07/24 11:11:47 AM	
519	800	10	1	02/07/24 11:11:48 AM	
520	800	10	1	02/07/24 11:11:49 AM	
521	800	8	1	02/07/24 11:11:51 AM	
522	800	10	1	02/07/24 11:11:52 AM	
523	800	6	1	02/07/24 11:11:53 AM	
524	800	8	1	02/07/24 11:11:54 AM	
525	800	6	1	02/07/24 11:11:55 AM	
526	800	13	1	02/07/24 11:11:56 AM	
527	800	10	1	02/07/24 11:11:57 AM	
528	800	8	1	02/07/24 11:11:59 AM	
529	800	17	1	02/07/24 11:12:00 AM	
530	800	10	1	02/07/24 11:12:01 AM	
531	800	12	1	02/07/24 11:12:02 AM	
532	800	11	1	02/07/24 11:12:03 AM	
533	800	4	1	02/07/24 11:12:04 AM	
534	800	7	1	02/07/24 11:12:06 AM	
535	800	5	1	02/07/24 11:12:07 AM	
536	800	20	1	02/07/24 11:12:08 AM	
537	800	2	1	02/07/24 11:12:09 AM	
538	800	10	1	02/07/24 11:12:10 AM	
539	800	12	1	02/07/24 11:12:11 AM	
540	800	15	1	02/07/24 11:12:13 AM	
541	800	16	1	02/07/24 11:12:14 AM	
542	800	5	1	02/07/24 11:12:15 AM	
543	800	16	1	02/07/24 11:12:16 AM	
544	800	9	1	02/07/24 11:12:17 AM	
545	800	11	1	02/07/24 11:12:18 AM	
546	800	12	1	02/07/24 11:12:19 AM	
547	800	12	1	02/07/24 11:12:20 AM	
548	800	5	1	02/07/24 11:12:22 AM	
549	800	11	1	02/07/24 11:12:23 AM	
550	800	11	1	02/07/24 11:12:24 AM	
551	800	14	1	02/07/24 11:12:25 AM	
552	800	14	1	02/07/24 11:12:26 AM	
553	800	10	1	02/07/24 11:12:27 AM	
554	800	16	1	02/07/24 11:12:28 AM	
555	800	19	1	02/07/24 11:12:30 AM	
556	800	10	1	02/07/24 11:12:31 AM	
557	800	11	1	02/07/24 11:12:32 AM	
558	800	13	1	02/07/24 11:12:33 AM	
559	800	9	1	02/07/24 11:12:34 AM	
560	800	14	1	02/07/24 11:12:35 AM	
561	800	8	1	02/07/24 11:12:37 AM	
562	800	15	1	02/07/24 11:12:38 AM	
563	800	5	1	02/07/24 11:12:39 AM	
564	800	9	1	02/07/24 11:12:40 AM	
565	800	13	1	02/07/24 11:12:41 AM	
566	800	12	1	02/07/24 11:12:42 AM	
567	800	11	1	02/07/24 11:12:43 AM	
568	800	9	1	02/07/24 11:12:45 AM	
569	800	13	1	02/07/24 11:12:46 AM	
570	800	8	1	02/07/24 11:12:47 AM	
571	800	16	1	02/07/24 11:12:48 AM	
572	800	14	1	02/07/24 11:12:49 AM	
573	800	10	1	02/07/24 11:12:50 AM	
574	800	15	1	02/07/24 11:12:52 AM	
575	800	5	1	02/07/24 11:12:53 AM	
576	800	5	1	02/07/24 11:12:54 AM	
577	800	17	1	02/07/24 11:12:55 AM	
578	800	7	1	02/07/24 11:12:56 AM	
579	800	11	1	02/07/24 11:12:57 AM	
580	800	17	1	02/07/24 11:12:58 AM	
581	800	10	1	02/07/24 11:13:00 AM	
582	800	12	1	02/07/24 11:13:01 AM	
583	800	8	1	02/07/24 11:13:02 AM	
584	800	14	1	02/07/24 11:13:03 AM	
585	800	14	1	02/07/24 11:13:04 AM	
586	800	10	1	02/07/24 11:13:05 AM	
587	800	7	1	02/07/24 11:13:06 AM	
588	800	8	1	02/07/24 11:13:08 AM	
589	800	7	1	02/07/24 11:13:09 AM	
590	800	14	1	02/07/24 11:13:10 AM	
591	800	10	1	02/07/24 11:13:11 AM	
592	800	13	1	02/07/24 11:13:12 AM	
593	800	10	1	02/07/24 11:13:13 AM	
594	800	15	1	02/07/24 11:13:15 AM	
595	800	15	1	02/07/24 11:13:16 AM	
596	800	13	1	02/07/24 11:13:17 AM	
597	800	8	1	02/07/24 11:13:18 AM	
598	800	11	1	02/07/24 11:13:19 AM	
599	800	11	1	02/07/24 11:13:20 AM	
600	800	6	1	02/07/24 11:13:21 AM	
601	800	17	1	02/07/24 11:13:23 AM	
602	800	9	1	02/07/24 11:13:24 AM	
603	800	10	1	02/07/24 11:13:25 AM	
604	800	5	1	02/07/24 11:13:26 AM	
605	800	11	1	02/07/24 11:13:27 AM	
606	800	13	1	02/07/24 11:13:28 AM	
607	800	13	1	02/07/24 11:13:29 AM	
608	800	5	1	02/07/24 11:13:31 AM	
609	800	12	1	02/07/24 11:13:32 AM	
610	800	8	1	02/07/24 11:13:33 AM	
611	800	11	1	02/07/24 11:13:34 AM	
612	800	7	1	02/07/24 11:13:35 AM	
613	800	14	1	02/07/24 11:13:36 AM	
614	800	12	1	02/07/24 11:13:38 AM	
615	800	8	1	02/07/24 11:13:39 AM	
616	800	9	1	02/07/24 11:13:40 AM	
617	800	7	1	02/07/24 11:13:41 AM	
618	800	8	1	02/07/24 11:13:42 AM	
619	800	11	1	02/07/24 11:13:43 AM	
620	800	10	1	02/07/24 11:13:44 AM	
621	800	17	1	02/07/24 11:13:46 AM	
622	800	13	1	02/07/24 11:13:47 AM	
623	800	11	1	02/07/24 11:13:48 AM	
624	800	9	1	02/07/24 11:13:49 AM	
625	800	11	1	02/07/24 11:13:50 AM	
626	800	14	1	02/07/24 11:13:51 AM	
627	800	19	1	02/07/24 11:13:52 AM	
628	800	9	1	02/07/24 11:13:54 AM	
629	800	6	1	02/07/24 11:13:55 AM	
630	800	15	1	02/07/24 11:13:56 AM	
631	800	9	1	02/07/24 11:13:57 AM	
632	800	9	1	02/07/24 11:13:58 AM	
633	800	11	1	02/07/24 11:13:59 AM	
634	800	12	1	02/07/24 11:14:01 AM	
635	800	12	1	02/07/24 11:14:02 AM	
636	800	9	1	02/07/24 11:14:03 AM	
637	800	12	1	02/07/24 11:14:04 AM	
638	800	11	1	02/07/24 11:14:05 AM	
639	800	9	1	02/07/24 11:14:06 AM	
640	800	14	1	02/07/24 11:14:07 AM	
641	800	13	1	02/07/24 11:14:09 AM	
642	800	10	1	02/07/24 11:14:10 AM	
643	800	9	1	02/07/24 11:14:11 AM	
644	800	13	1	02/07/24 11:14:12 AM	
645	800	6	1	02/07/24 11:14:13 AM	
646	800	10	1	02/07/24 11:14:14 AM	
647	800	13	1	02/07/24 11:14:16 AM	
648	800	17	1	02/07/24 11:14:17 AM	
649	800	8	1	02/07/24 11:14:18 AM	
650	800	12	1	02/07/24 11:14:19 AM	
651	800	9	1	02/07/24 11:14:20 AM	
652	800	12	1	02/07/24 11:14:21 AM	
653	800	13	1	02/07/24 11:14:23 AM	
654	800	11	1	02/07/24 11:14:24 AM	
655	800	12	1	02/07/24 11:14:25 AM	
656	800	8	1	02/07/24 11:14:26 AM	
657	800	17	1	02/07/24 11:14:27 AM	
658	800	12	1	02/07/24 11:14:28 AM	
659	800	16	1	02/07/24 11:14:29 AM	
660	800	9	1	02/07/24 11:14:31 AM	
661	800	11	1	02/07/24 11:14:32 AM	
662	800	6	1	02/07/24 11:14:33 AM	
663	800	12	1	02/07/24 11:14:34 AM	
664	800	5	1	02/07/24 11:14:35 AM	
665	800	8	1	02/07/24 11:14:36 AM	
666	800	11	1	02/07/24 11:14:38 AM	
667	800	5	1	02/07/24 11:14:39 AM	
668	800	10	1	02/07/24 11:14:40 AM	
669	800	7	1	02/07/24 11:14:41 AM	
670	800	12	1	02/07/24 11:14:42 AM	
671	800	12	1	02/07/24 11:14:43 AM	
672	800	19	1	02/07/24 11:14:44 AM	
673	800	10	1	02/07/24 11:14:46 AM	
674	800	11	1	02/07/24 11:14:47 AM	
675	800	9	1	02/07/24 11:14:48 AM	
676	800	12	1	02/07/24 11:14:49 AM	
677	800	12	1	02/07/24 11:14:50 AM	
678	800	9	1	02/07/24 11:14:51 AM	
679	800	6	1	02/07/24 11:14:52 AM	
680	800	17	1	02/07/24 11:14:54 AM	
681	800	6	1	02/07/24 11:14:55 AM	
682	800	9	1	02/07/24 11:14:56 AM	
683	800	11	1	02/07/24 11:14:57 AM	
684	800	13	1	02/07/24 11:14:58 AM	
685	800	9	1	02/07/24 11:14:59 AM	
686	800	9	1	02/07/24 11:15:00 AM	
687	800	15	1	02/07/24 11:15:02 AM	
688	800	8	1	02/07/24 11:15:03 AM	
689	800	15	1	02/07/24 11:15:04 AM	
690	800	10	1	02/07/24 11:15:05 AM	
691	800	7	1	02/07/24 11:15:06 AM	
692	800	14	1	02/07/24 11:15:07 AM	
693	800	12	1	02/07/24 11:15:08 AM	
694	800	15	1	02/07/24 11:15:10 AM	
695	800	11	1	02/07/24 11:15:11 AM	
696	800	6	1	02/07/24 11:15:12 AM	
697	800	11	1	02/07/24 11:15:13 AM	
698	800	6	1	02/07/24 11:15:14 AM	
699	800	17	1	02/07/24 11:15:15 AM	
700	800	15	1	02/07/24 11:15:17 AM	
701	800	14	1	02/07/24 11:15:18 AM	
702	800	10	1	02/07/24 11:15:19 AM	
703	800	14	1	02/07/24 11:15:20 AM	
704	800	11	1	02/07/24 11:15:21 AM	
705	800	19	1	02/07/24 11:15:22 AM	
706	800	13	1	02/07/24 11:15:23 AM	
707	800	10	1	02/07/24 11:15:25 AM	
708	800	13	1	02/07/24 11:15:26 AM	
709	800	17	1	02/07/24 11:15:27 AM	
710	800	7	1	02/07/24 11:15:28 AM	
711	800	6	1	02/07/24 11:15:29 AM	
712	800	12	1	02/07/24 11:15:30 AM	
713	800	9	1	02/07/24 11:15:31 AM	
714	800	11	1	02/07/24 11:15:33 AM	
715	800	10	1	02/07/24 11:15:34 AM	
716	800	8	1	02/07/24 11:15:35 AM	
717	800	15	1	02/07/24 11:15:36 AM	
718	800	10	1	02/07/24 11:15:37 AM	
719	800	7	1	02/07/24 11:15:38 AM	
720	800	14	1	02/07/24 11:15:39 AM	
721	800	15	1	02/07/24 11:15:41 AM	
722	800	9	1	02/07/24 11:15:42 AM	
723	800	12	1	02/07/24 11:15:43 AM	
724	800	7	1	02/07/24 11:15:44 AM	
725	800	16	1	02/07/24 11:15:45 AM	
726	800	9	1	02/07/24 11:15:47 AM	
727	800	12	1	02/07/24 11:15:48 AM	
728	800	14	1	02/07/24 11:15:49 AM	
729	800	6	1	02/07/24 11:15:50 AM	
730	800	13	1	02/07/24 11:15:51 AM	
731	800	10	1	02/07/24 11:15:52 AM	
732	800	7	1	02/07/24 11:15:53 AM	
733	800	12	1	02/07/24 11:15:55 AM	
734	800	6	1	02/07/24 11:15:56 AM	
735	800	3	1	02/07/24 11:15:57 AM	
736	800	12	1	02/07/24 11:15:58 AM	
737	800	12	1	02/07/24 11:15:59 AM	
738	800	7	1	02/07/24 11:16:00 AM	
739	800	11	1	02/07/24 11:16:02 AM	
740	800	9	1	02/07/24 11:16:03 AM	
741	800	11	1	02/07/24 11:16:04 AM	
742	800	11	1	02/07/24 11:16:05 AM	
743	800	12	1	02/07/24 11:16:06 AM	
744	800	11	1	02/07/24 11:16:07 AM	
745	800	16	1	02/07/24 11:16:09 AM	
746	800	12	1	02/07/24 11:16:10 AM	
747	800	8	1	02/07/24 11:16:11 AM	
748	800	14	1	02/07/24 11:16:12 AM	
749	800	11	1	02/07/24 11:16:13 AM	
750	800	11	1	02/07/24 11:16:14 AM	
751	800	18	1	02/07/24 11:16:15 AM	
752	800	11	1	02/07/24 11:16:17 AM	
753	800	12	1	02/07/24 11:16:18 AM	
754	800	7	1	02/07/24 11:16:19 AM	
755	800	12	1	02/07/24 11:16:20 AM	
756	800	9	1	02/07/24 11:16:21 AM	
757	800	9	1	02/07/24 11:16:22 AM	
758	800	6	1	02/07/24 11:16:24 AM	
759	800	9	1	02/07/24 11:16:25 AM	
760	800	14	1	02/07/24 11:16:26 AM	
761	800	8	1	02/07/24 11:16:27 AM	
762	800	10	1	02/07/24 11:16:28 AM	
763	800	11	1	02/07/24 11:16:29 AM	
764	800	15	1	02/07/24 11:16:30 AM	
765	800	6	1	02/07/24 11:16:32 AM	
766	800	16	1	02/07/24 11:16:33 AM	
767	800	12	1	02/07/24 11:16:34 AM	
768	800	10	1	02/07/24 11:16:35 AM	
769	800	14	1	02/07/24 11:16:36 AM	
770	800	14	1	02/07/24 11:16:37 AM	
771	800	12	1	02/07/24 11:16:38 AM	
772	800	4	1	02/07/24 11:16:40 AM	
773	800	9	1	02/07/24 11:16:41 AM	
774	800	5	1	02/07/24 11:16:42 AM	
775	800	9	1	02/07/24 11:16:43 AM	
776	800	10	1	02/07/24 11:16:44 AM	
777	800	12	1	02/07/24 11:16:45 AM	
778	800	22	1	02/07/24 11:16:46 AM	
779	800	6	1	02/07/24 11:16:48 AM	
780	800	9	1	02/07/24 11:16:49 AM	
781	800	8	1	02/07/24 11:16:50 AM	
782	800	7	1	02/07/24 11:16:51 AM	
783	800	9	1	02/07/24 11:16:52 AM	
784	800	12	1	02/07/24 11:16:53 AM	
785	800	14	1	02/07/24 11:16:54 AM	
786	800	8	1	02/07/24 11:16:56 AM	
787	800	15	1	02/07/24 11:16:57 AM	
788	800	11	1	02/07/24 11:16:58 AM	
789	800	7	1	02/07/24 11:16:59 AM	
790	800	10	1	02/07/24 11:17:00 AM	
791	800	8	1	02/07/24 11:17:01 AM	
792	800	14	1	02/07/24 11:17:03 AM	
793	800	8	1	02/07/24 11:17:04 AM	
794	800	14	1	02/07/24 11:17:05 AM	
795	800	15	1	02/07/24 11:17:06 AM	
796	800	21	1	02/07/24 11:17:07 AM	
797	800	12	1	02/07/24 11:17:08 AM	
798	800	13	1	02/07/24 11:17:09 AM	
799	800	7	1	02/07/24 11:17:11 AM	
800	800	16	1	02/07/24 11:17:12 AM	
801	800	14	1	02/07/24 11:17:13 AM	
802	800	16	1	02/07/24 11:17:14 AM	
803	800	18	1	02/07/24 11:17:15 AM	
804	800	8	1	02/07/24 11:17:16 AM	
805	800	14	1	02/07/24 11:17:17 AM	
806	800	3	1	02/07/24 11:17:19 AM	
807	800	7	1	02/07/24 11:17:20 AM	
808	800	12	1	02/07/24 11:17:21 AM	
809	800	10	1	02/07/24 11:17:22 AM	
810	800	7	1	02/07/24 11:17:23 AM	
811	800	8	1	02/07/24 11:17:24 AM	
812	800	6	1	02/07/24 11:17:25 AM	
813	800	10	1	02/07/24 11:17:27 AM	
814	800	22	1	02/07/24 11:17:28 AM	
815	800	10	1	02/07/24 11:17:29 AM	
816	800	11	1	02/07/24 11:17:30 AM	
817	800	17	1	02/07/24 11:17:31 AM	
818	800	17	1	02/07/24 11:17:32 AM	
819	800	12	1	02/07/24 11:17:34 AM	
820	800	19	1	02/07/24 11:17:35 AM	
821	800	11	1	02/07/24 11:17:36 AM	
822	800	14	1	02/07/24 11:17:37 AM	
823	800	12	1	02/07/24 11:17:38 AM	
824	800	13	1	02/07/24 11:17:39 AM	
825	800	7	1	02/07/24 11:17:41 AM	
826	800	9	1	02/07/24 11:17:42 AM	
827	800	8	1	02/07/24 11:17:43 AM	
828	800	12	1	02/07/24 11:17:44 AM	
829	800	10	1	02/07/24 11:17:45 AM	
830	800	12	1	02/07/24 11:17:46 AM	
831	800	9	1	02/07/24 11:17:47 AM	
832	800	11	1	02/07/24 11:17:49 AM	
833	800	10	1	02/07/24 11:17:50 AM	
834	800	9	1	02/07/24 11:17:51 AM	
835	800	12	1	02/07/24 11:17:52 AM	
836	800	16	1	02/07/24 11:17:53 AM	
837	800	13	1	02/07/24 11:17:54 AM	
838	800	16	1	02/07/24 11:17:56 AM	
839	800	16	1	02/07/24 11:17:57 AM	
840	800	11	1	02/07/24 11:17:58 AM	
841	800	11	1	02/07/24 11:17:59 AM	
842	800	14	1	02/07/24 11:18:00 AM	
843	800	12	1	02/07/24 11:18:01 AM	
844	800	10	1	02/07/24 11:18:02 AM	
845	800	10	1	02/07/24 11:18:04 AM	
846	800	7	1	02/07/24 11:18:05 AM	
847	800	7	1	02/07/24 11:18:06 AM	
848	800	11	1	02/07/24 11:18:07 AM	
849	800	10	1	02/07/24 11:18:08 AM	
850	800	11	1	02/07/24 11:18:09 AM	
851	800	9	1	02/07/24 11:18:10 AM	
852	800	8	1	02/07/24 11:18:12 AM	
853	800	8	1	02/07/24 11:18:13 AM	
854	800	17	1	02/07/24 11:18:14 AM	
855	800	8	1	02/07/24 11:18:15 AM	
856	800	11	1	02/07/24 11:18:16 AM	
857	800	12	1	02/07/24 11:18:17 AM	
858	800	8	1	02/07/24 11:18:18 AM	
859	800	7	1	02/07/24 11:18:20 AM	
860	800	15	1	02/07/24 11:18:21 AM	
861	800	11	1	02/07/24 11:18:22 AM	
862	800	12	1	02/07/24 11:18:23 AM	
863	800	13	1	02/07/24 11:18:24 AM	
864	800	8	1	02/07/24 11:18:25 AM	
865	800	10	1	02/07/24 11:18:26 AM	
866	800	9	1	02/07/24 11:18:28 AM	
867	800	13	1	02/07/24 11:18:29 AM	
868	800	12	1	02/07/24 11:18:30 AM	
869	800	15	1	02/07/24 11:18:31 AM	
870	800	11	1	02/07/24 11:18:32 AM	
871	800	10	1	02/07/24 11:18:34 AM	
872	800	14	1	02/07/24 11:18:35 AM	
873	800	7	1	02/07/24 11:18:36 AM	
874	800	10	1	02/07/24 11:18:37 AM	
875	800	8	1	02/07/24 11:18:38 AM	
876	800	15	1	02/07/24 11:18:39 AM	
877	800	14	1	02/07/24 11:18:40 AM	
878	800	13	1	02/07/24 11:18:42 AM	
879	800	11	1	02/07/24 11:18:43 AM	
880	800	8	1	02/07/24 11:18:44 AM	
881	800	12	1	02/07/24 11:18:45 AM	
882	800	9	1	02/07/24 11:18:46 AM	
883	800	15	1	02/07/24 11:18:47 AM	
884	800	9	1	02/07/24 11:18:49 AM	
885	800	12	1	02/07/24 11:18:50 AM	
886	800	11	1	02/07/24 11:18:51 AM	
887	800	9	1	02/07/24 11:18:52 AM	
888	800	5	1	02/07/24 11:18:53 AM	
889	800	11	1	02/07/24 11:18:54 AM	
890	800	11	1	02/07/24 11:18:55 AM	
891	800	9	1	02/07/24 11:18:57 AM	
892	800	12	1	02/07/24 11:18:58 AM	
893	800	9	1	02/07/24 11:18:59 AM	
894	800	8	1	02/07/24 11:19:00 AM	
895	800	14	1	02/07/24 11:19:01 AM	
896	800	11	1	02/07/24 11:19:02 AM	
897	800	14	1	02/07/24 11:19:04 AM	
898	800	13	1	02/07/24 11:19:05 AM	
899	800	16	1	02/07/24 11:19:06 AM	
900	800	7	1	02/07/24 11:19:07 AM	
901	800	6	1	02/07/24 11:19:08 AM	
902	800	9	1	02/07/24 11:19:09 AM	
903	800	14	1	02/07/24 11:19:10 AM	
904	800	11	1	02/07/24 11:19:12 AM	
905	800	17	1	02/07/24 11:19:13 AM	
906	800	9	1	02/07/24 11:19:14 AM	
907	800	10	1	02/07/24 11:19:15 AM	
908	800	12	1	02/07/24 11:19:16 AM	
909	800	6	1	02/07/24 11:19:17 AM	
910	800	13	1	02/07/24 11:19:19 AM	
911	800	13	1	02/07/24 11:19:20 AM	
912	800	14	1	02/07/24 11:19:21 AM	
913	800	9	1	02/07/24 11:19:22 AM	
914	800	9	1	02/07/24 11:19:23 AM	
915	800	5	1	02/07/24 11:19:24 AM	
916	800	10	1	02/07/24 11:19:26 AM	
917	800	12	1	02/07/24 11:19:27 AM	
918	800	12	1	02/07/24 11:19:28 AM	
919	800	10	1	02/07/24 11:19:29 AM	
920	800	10	1	02/07/24 11:19:30 AM	
921	800	11	1	02/07/24 11:19:31 AM	
922	800	12	1	02/07/24 11:19:33 AM	
923	800	10	1	02/07/24 11:19:34 AM	
924	800	11	1	02/07/24 11:19:35 AM	
925	800	12	1	02/07/24 11:19:36 AM	
926	800	5	1	02/07/24 11:19:37 AM	
927	800	8	1	02/07/24 11:19:38 AM	
928	800	8	1	02/07/24 11:19:40 AM	
929	800	16	1	02/07/24 11:19:41 AM	
930	800	10	1	02/07/24 11:19:42 AM	
931	800	8	1	02/07/24 11:19:43 AM	
932	800	8	1	02/07/24 11:19:44 AM	
933	800	8	1	02/07/24 11:19:45 AM	
934	800	12	1	02/07/24 11:19:46 AM	
935	800	14	1	02/07/24 11:19:48 AM	
936	800	8	1	02/07/24 11:19:49 AM	
937	800	12	1	02/07/24 11:19:50 AM	
938	800	11	1	02/07/24 11:19:51 AM	
939	800	8	1	02/07/24 11:19:52 AM	
940	800	13	1	02/07/24 11:19:53 AM	
941	800	14	1	02/07/24 11:19:54 AM	
942	800	13	1	02/07/24 11:19:55 AM	
943	800	12	1	02/07/24 11:19:57 AM	
944	800	16	1	02/07/24 11:19:58 AM	
945	800	10	1	02/07/24 11:19:59 AM	
946	800	9	1	02/07/24 11:20:00 AM	
947	800	10	1	02/07/24 11:20:01 AM	
948	800	15	1	02/07/24 11:20:02 AM	
949	800	12	1	02/07/24 11:20:04 AM	
950	800	13	1	02/07/24 11:20:05 AM	
951	800	13	1	02/07/24 11:20:06 AM	
952	800	10	1	02/07/24 11:20:07 AM	
953	800	10	1	02/07/24 11:20:08 AM	
954	800	12	1	02/07/24 11:20:09 AM	
955	800	11	1	02/07/24 11:20:11 AM	
956	800	4	1	02/07/24 11:20:12 AM	
957	800	12	1	02/07/24 11:20:13 AM	
958	800	9	1	02/07/24 11:20:14 AM	
959	800	10	1	02/07/24 11:20:15 AM	
960	800	10	1	02/07/24 11:20:16 AM	
961	800	9	1	02/07/24 11:20:18 AM	
962	800	10	1	02/07/24 11:20:19 AM	
963	800	11	1	02/07/24 11:20:20 AM	
964	800	13	1	02/07/24 11:20:21 AM	
965	800	8	1	02/07/24 11:20:22 AM	
966	800	12	1	02/07/24 11:20:23 AM	
967	800	13	1	02/07/24 11:20:25 AM	
968	800	10	1	02/07/24 11:20:26 AM	
969	800	11	1	02/07/24 11:20:27 AM	
970	800	8	1	02/07/24 11:20:28 AM	
971	800	10	1	02/07/24 11:20:29 AM	
972	800	17	1	02/07/24 11:20:30 AM	
973	800	8	1	02/07/24 11:20:31 AM	
974	800	9	1	02/07/24 11:20:33 AM	
975	800	12	1	02/07/24 11:20:34 AM	
976	800	13	1	02/07/24 11:20:35 AM	
977	800	14	1	02/07/24 11:20:36 AM	
978	800	3	1	02/07/24 11:20:37 AM	
979	800	8	1	02/07/24 11:20:38 AM	
980	800	7	1	02/07/24 11:20:40 AM	
981	800	11	1	02/07/24 11:20:41 AM	
982	800	10	1	02/07/24 11:20:42 AM	
983	800	10	1	02/07/24 11:20:43 AM	
984	800	11	1	02/07/24 11:20:44 AM	
985	800	6	1	02/07/24 11:20:46 AM	
986	800	12	1	02/07/24 11:20:47 AM	
987	800	8	1	02/07/24 11:20:48 AM	
988	800	10	1	02/07/24 11:20:49 AM	
989	800	11	1	02/07/24 11:20:50 AM	
990	800	17	1	02/07/24 11:20:51 AM	
991	800	13	1	02/07/24 11:20:52 AM	
992	800	12	1	02/07/24 11:20:54 AM	
993	800	11	1	02/07/24 11:20:55 AM	
994	800	9	1	02/07/24 11:20:56 AM	
995	800	10	1	02/07/24 11:20:57 AM	
996	800	12	1	02/07/24 11:20:58 AM	
997	800	13	1	02/07/24 11:20:59 AM	
998	800	10	1	02/07/24 11:21:01 AM	
999	800	11	1	02/07/24 11:21:02 AM	
1000	800	19	1	02/07/24 11:21:03 AM	
1001	800	11	1	02/07/24 11:21:04 AM	
1002	800	9	1	02/07/24 11:21:05 AM	
1003	800	9	1	02/07/24 11:21:06 AM	
1004	800	12	1	02/07/24 11:21:08 AM	
1005	800	12	1	02/07/24 11:21:09 AM	
1006	800	20	1	02/07/24 11:21:10 AM	
1007	800	13	1	02/07/24 11:21:11 AM	
1008	800	13	1	02/07/24 11:21:12 AM	
1009	800	11	1	02/07/24 11:21:13 AM	
1010	800	10	1	02/07/24 11:21:14 AM	
1011	800	13	1	02/07/24 11:21:15 AM	
1012	800	11	1	02/07/24 11:21:17 AM	
1013	800	10	1	02/07/24 11:21:18 AM	
1014	800	12	1	02/07/24 11:21:19 AM	
1015	800	8	1	02/07/24 11:21:20 AM	
